Filename,Touches
app/ui/legacy/src/main/res/drawable-mdpi/notification_icon_check_mail_anim_3.png,2
app/ui/legacy/src/main/res/drawable-mdpi/notification_icon_check_mail_anim_4.png,2
app/ui/legacy/src/main/res/drawable-mdpi/notification_icon_check_mail_anim_5.png,2
app/ui/legacy/src/main/res/drawable-xhdpi/notification_icon_check_mail_anim_0.png,2
app/ui/legacy/src/main/res/drawable-xhdpi/notification_icon_check_mail_anim_1.png,2
app/ui/legacy/src/main/res/drawable-xhdpi/notification_icon_check_mail_anim_2.png,2
app/ui/legacy/src/main/res/drawable-xhdpi/notification_icon_check_mail_anim_3.png,2
app/ui/legacy/src/main/res/drawable-xhdpi/notification_icon_check_mail_anim_4.png,2
app/ui/legacy/src/main/res/drawable-xhdpi/notification_icon_check_mail_anim_5.png,2
app/ui/legacy/src/main/res/drawable/btn_check_star.xml,2
app/ui/legacy/src/main/res/drawable/btn_check_star_light.xml,2
app/ui/legacy/src/main/res/drawable/ic_account.xml,2
app/ui/legacy/src/main/res/drawable/ic_account_plus.xml,2
app/ui/legacy/src/main/res/drawable/ic_alert_octagon.xml,2
app/ui/legacy/src/main/res/drawable/ic_archive.xml,2
app/ui/legacy/src/main/res/drawable/ic_arrow_up_down.xml,2
app/ui/legacy/src/main/res/drawable/ic_attachment.xml,2
app/ui/legacy/src/main/res/drawable/ic_bug.xml,2
app/ui/legacy/src/main/res/drawable/ic_check_circle.xml,2
app/ui/legacy/src/main/res/drawable/ic_chevron_down.xml,2
app/ui/legacy/src/main/res/drawable/ic_chevron_left.xml,2
app/ui/legacy/src/main/res/drawable/ic_chevron_right.xml,2
app/ui/legacy/src/main/res/drawable/ic_chevron_up.xml,2
app/ui/legacy/src/main/res/drawable/ic_clear.xml,2
app/ui/legacy/src/main/res/drawable/ic_cog.xml,2
app/ui/legacy/src/main/res/drawable/ic_content_copy.xml,2
app/ui/legacy/src/main/res/drawable/ic_drafts_folder.xml,2
app/ui/legacy/src/main/res/drawable/ic_envelope.xml,2
app/ui/legacy/src/main/res/drawable/ic_error.xml,2
app/ui/legacy/src/main/res/drawable/ic_export.xml,2
app/ui/legacy/src/main/res/drawable/ic_file_upload.xml,2
app/ui/legacy/src/main/res/drawable/ic_floppy.xml,2
app/ui/legacy/src/main/res/drawable/ic_folder.xml,2
app/ui/legacy/src/main/res/drawable/ic_folder_magnify.xml,2
app/ui/legacy/src/main/res/drawable/ic_import.xml,2
app/ui/legacy/src/main/res/drawable/ic_import_status.xml,2
app/ui/legacy/src/main/res/drawable/ic_import_status_light.xml,2
app/ui/legacy/src/main/res/drawable/ic_inbox.xml,2
app/ui/legacy/src/main/res/drawable/ic_inbox_multiple.xml,2
app/ui/legacy/src/main/res/drawable/ic_info_outline.xml,2
app/ui/legacy/src/main/res/drawable/ic_key.xml,2
app/ui/legacy/src/main/res/drawable/ic_magnify.xml,2
